DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
1,13XX LINN ST,39.1099308902223,-84.5271767352546,WEST END,WEST END,5579,219017490,1,,BLACK,MALE,19,NONFATAL,07/18/2021 12:00:00 PM,JUL,000100,0,SUN,219017490,07/18/2021 12:01:00 AM,DISTRICT 1,,WEST END
3,18XX FIRST AV,39.1233246156239,-84.5791034579787,WEST PRICE HILL,WEST PRICE HILL,5578,219017407,1,,WHITE,FEMALE,31,FATAL,07/16/2021 12:00:00 PM,JUL,183500,18,FRI,219017407,07/16/2021 06:35:00 PM,DISTRICT 3,,WEST PRICE HILL
5,5XX RIDDLE RD,39.1352279649698,-84.5251964989157,CLIFTON,CUF,5577,219017373,1,,BLACK,MALE,23,NONFATAL,07/16/2021 12:00:00 PM,JUL,130000,13,FRI,219017373,07/16/2021 01:00:00 PM,DISTRICT 5,,CUF - HEIGHTS
2,34XX WOODBURN AV,39.1394944549946,-84.4755023827424,EVANSTON,EVANSTON,5576,219017333,1,,BLACK,MALE,23,NONFATAL,07/15/2021 12:00:00 PM,JUL,234400,23,THU,219017333,07/15/2021 11:44:00 PM,DISTRICT 2,,EVANSTON
3,27XX HARRISON AV,39.1422800901104,-84.5906575153722,WESTWOOD,WESTWOOD,5575,219017222,1,,BLACK,MALE,20,NONFATAL,07/14/2021 12:00:00 PM,JUL,192300,19,WED,219017222,07/14/2021 07:23:00 PM,DISTRICT 3,,WESTWOOD
5,53XX BAHAMA TE,39.1884407501569,-84.5665291908424,MOUNT AIRY,MT. AIRY,5574,219017210,1,,BLACK,MALE,16,NONFATAL,07/14/2021 12:00:00 PM,JUL,163900,16,WED,219017210,07/14/2021 04:39:00 PM,DISTRICT 5,,MOUNT AIRY
3,33XX GLENMORE AV,39.1497227033034,-84.6134415285866,WESTWOOD,WESTWOOD,5573,219017068,1,,BLACK,MALE,24,NONFATAL,07/13/2021 12:00:00 PM,JUL,020500,2,TUE,219017068,07/13/2021 02:05:00 AM,DISTRICT 3,,
3,26XX HARRISON AV,39.142402735252,-84.5881712888729,WESTWOOD,WESTWOOD,5572,219016807,1,,BLACK,MALE,59,NONFATAL,07/10/2021 12:00:00 PM,JUL,023500,2,SAT,219016807,07/10/2021 02:35:00 AM,DISTRICT 3,,WESTWOOD
5,53XX WINNESTE AV,39.1878447019176,-84.5142448561466,WINTON HILLS,WINTON HILLS,5571,219016695,1,,BLACK,MALE,19,FATAL,07/08/2021 12:00:00 PM,JUL,220700,22,THU,219016695,07/08/2021 10:07:00 PM,DISTRICT 5,,WINTON HILLS
1,8XX FINDLAY ST,39.115858539229,-84.5276267210836,WEST END,WEST END,5570,219016625,1,,BLACK,MALE,40,NONFATAL,07/08/2021 12:00:00 PM,JUL,041400,4,THU,219016625,07/08/2021 04:14:00 AM,DISTRICT 1,,WEST END
4,35XX LOSSING ST,39.1510480724593,-84.5096746565554,AVONDALE,AVONDALE,5569,219016623,1,,BLACK,MALE,21,FATAL,07/07/2021 12:00:00 PM,JUL,211000,21,WED,219016623,07/07/2021 09:10:00 PM,DISTRICT 4,,AVONDALE
1,16XX LINN ST,39.1150901888459,-84.5275266569732,WEST END,WEST END,5568,219016459,1,,BLACK,MALE,22,NONFATAL,07/06/2021 12:00:00 PM,JUL,140000,14,TUE,219016459,07/06/2021 02:00:00 PM,DISTRICT 1,,WEST END
3,16XX ATSON LN,39.1186466819447,-84.571632400983,EAST PRICE HILL,EAST PRICE HILL,5560,219016289,1,,BLACK,MALE,15,NONFATAL,07/04/2021 12:00:00 PM,JUL,174000,17,SUN,219016289,07/04/2021 05:40:00 PM,DISTRICT 3,,EAST PRICE HILL
,X W MEHRING WY,39.0964856954251,-84.5117105045852,CBD/RIVERFRONT,DOWNTOWN,5567,219016314,5,,BLACK,MALE,14,NONFATAL,07/04/2021 12:00:00 PM,JUL,224700,22,SUN,219016314,07/04/2021 10:47:00 PM,CENTRAL BUSINESS SECTION,,DOWNTOWN
,X W MEHRING WY,39.0965856954251,-84.5119605045852,CBD/RIVERFRONT,DOWNTOWN,5566,219016314,5,,BLACK,FEMALE,16,NONFATAL,07/04/2021 12:00:00 PM,JUL,224700,22,SUN,219016314,07/04/2021 10:47:00 PM,CENTRAL BUSINESS SECTION,,DOWNTOWN
,X W MEHRING WY,39.0961656954251,-84.5110705045852,CBD/RIVERFRONT,DOWNTOWN,5565,219016314,5,,BLACK,FEMALE,17,NONFATAL,07/04/2021 12:00:00 PM,JUL,224700,22,SUN,219016314,07/04/2021 10:47:00 PM,CENTRAL BUSINESS SECTION,,DOWNTOWN
,X W MEHRING WY,39.0957256954251,-84.5113505045852,CBD/RIVERFRONT,DOWNTOWN,5564,219016314,5,,BLACK,MALE,19,FATAL,07/04/2021 12:00:00 PM,JUL,224700,22,SUN,219016314,07/04/2021 10:47:00 PM,CENTRAL BUSINESS SECTION,,DOWNTOWN
,X W MEHRING WY,39.0964356954251,-84.5118805045852,CBD/RIVERFRONT,DOWNTOWN,5563,219016314,5,,BLACK,MALE,16,FATAL,07/04/2021 12:00:00 PM,JUL,224700,22,SUN,219016314,07/04/2021 10:47:00 PM,CENTRAL BUSINESS SECTION,,DOWNTOWN
3,33XX MEYER PL,39.1481126567001,-84.5911230887549,WESTWOOD,WESTWOOD,5562,219016299,1,,BLACK,MALE,22,NONFATAL,07/04/2021 12:00:00 PM,JUL,193000,19,SUN,219016299,07/04/2021 07:30:00 PM,DISTRICT 3,,WESTWOOD
5,48XX WINNESTE AV,39.1785801214209,-84.5117217644525,WINTON HILLS,WINTON HILLS,5561,219016293,1,,BLACK,MALE,34,FATAL,07/04/2021 12:00:00 PM,JUL,185000,18,SUN,219016293,07/04/2021 06:50:00 PM,DISTRICT 5,,WINTON HILLS
5,6XX STRAND LN,39.1887113769649,-84.5109763332799,WINTON HILLS,WINTON HILLS,5558,219016183,1,,BLACK,MALE,29,NONFATAL,07/03/2021 12:00:00 PM,JUL,104000,10,SAT,219016183,07/03/2021 10:40:00 AM,DISTRICT 5,,WINTON HILLS
1,8XX GEST ST,39.1049617203378,-84.5294466721333,QUEENSGATE,QUEENSGATE,5559,219016237,1,,BLACK,MALE,36,NONFATAL,07/03/2021 12:00:00 PM,JUL,234000,23,SAT,219016237,07/03/2021 11:40:00 PM,DISTRICT 1,,QUEENSGATE
4,23XX ST JAMES AV,39.1229327439313,-84.4891730191684,WALNUT HILLS,WALNUT HILLS,5557,219016154,1,,BLACK,MALE,24,FATAL,07/02/2021 12:00:00 PM,JUL,205400,20,FRI,219016154,07/02/2021 08:54:00 PM,DISTRICT 4,,WALNUT HILLS
4,18XX LOSANTIVILLE AV,39.1916270179508,-84.4575317980139,ROSELAWN,ROSELAWN,5556,219016119,1,,BLACK,MALE,45,NONFATAL,07/02/2021 12:00:00 PM,JUL,155800,15,FRI,219016119,07/02/2021 03:58:00 PM,DISTRICT 4,,ROSELAWN
4,7XX GREENWOOD AV,39.1518620049579,-84.4859162122266,NORTH AVONDALE,AVONDALE,5555,219016070,1,,BLACK,MALE,41,NONFATAL,07/02/2021 12:00:00 PM,JUL,003500,0,FRI,219016070,07/02/2021 12:35:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
3,9XX HAWTHORNE AV,39.1092336760165,-84.5630101107391,EAST PRICE HILL,EAST PRICE HILL,5554,219016030,1,,BLACK,MALE,19,NONFATAL,07/01/2021 12:00:00 PM,JUL,165200,16,THU,219016030,07/01/2021 04:52:00 PM,DISTRICT 3,,EAST PRICE HILL
1,XX E MCMICKEN AV,39.1145088104722,-84.5145557103092,OVER-THE-RHINE,OVER-THE-RHINE,5553,219015596,1,,BLACK,MALE,56,NONFATAL,06/27/2021 12:00:00 PM,JUN,023300,2,SUN,219015596,06/27/2021 02:33:00 AM,DISTRICT 1,,OTR
3,30XX BEEKMAN ST,39.1382402354339,-84.5491853684489,MILLVALE,SOUTH CUMMINSVILLE,5552,219015602,1,,BLACK,MALE,36,FATAL,06/27/2021 12:00:00 PM,JUN,022800,2,SUN,219015602,06/27/2021 02:28:00 AM,DISTRICT 3,,NORTH FAIRMOUNT
5,1XX WOOLPER AV,39.1498567820603,-84.5109364108525,CLIFTON,CLIFTON,5551,219015653,1,,BLACK,MALE,17,NONFATAL,06/27/2021 12:00:00 PM,JUN,170000,17,SUN,219015653,06/27/2021 05:00:00 PM,DISTRICT 5,,AVONDALE
3,30XX HARRISON AV,39.1507181342531,-84.6003770160926,WESTWOOD,WESTWOOD,5550,219015415,1,,WHITE,MALE,23,FATAL,06/24/2021 12:00:00 PM,JUN,231500,23,THU,219015415,06/24/2021 11:15:00 PM,DISTRICT 3,,WESTWOOD
4,8XX GLENWOOD AV,39.1480357620802,-84.4857904653499,NORTH AVONDALE,AVONDALE,5549,219015372,1,,BLACK,FEMALE,19,NONFATAL,06/24/2021 12:00:00 PM,JUN,184000,18,THU,219015372,06/24/2021 06:40:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
3,19XX KNOX ST,39.1291396517415,-84.5601334746252,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,5548,219015301,1,,BLACK,MALE,44,NONFATAL,06/23/2021 12:00:00 PM,JUN,211500,21,WED,219015301,06/23/2021 09:15:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
1,12XX WALNUT ST,39.1092734109817,-84.5133307060221,OVER-THE-RHINE,OVER-THE-RHINE,5547,219015300,1,,BLACK,MALE,21,NONFATAL,06/23/2021 12:00:00 PM,JUN,220000,22,WED,219015300,06/23/2021 10:00:00 PM,DISTRICT 1,,OTR
5,8XX DUTCH COLONY DR,39.1911251483538,-84.5193430731475,WINTON HILLS,WINTON HILLS,5546,219015145,1,,BLACK,MALE,17,NONFATAL,06/22/2021 12:00:00 PM,JUN,132500,13,TUE,219015145,06/22/2021 01:25:00 PM,DISTRICT 5,,WINTON HILLS
3,35XX W 8TH ST,39.1053230487049,-84.5705374173355,EAST PRICE HILL,EAST PRICE HILL,5541,219015069,3,,BLACK,MALE,29,FATAL,06/21/2021 12:00:00 PM,JUN,105500,10,MON,219015069,06/21/2021 10:55:00 AM,DISTRICT 3,,EAST PRICE HILL
4,30XX MATHERS ST,39.1350881814405,-84.4841930934679,WALNUT HILLS,WALNUT HILLS,5545,219015102,1,,BLACK,MALE,21,NONFATAL,06/21/2021 12:00:00 PM,JUN,204900,20,MON,219015102,06/21/2021 08:49:00 PM,DISTRICT 4,,WALNUT HILLS
4,35XX READING RD,39.1447245090485,-84.491280245109,AVONDALE,AVONDALE,5544,219015114,1,,BLACK,MALE,16,FATAL,06/21/2021 12:00:00 PM,JUN,192500,19,MON,219015114,06/21/2021 07:25:00 PM,DISTRICT 4,,AVONDALE
3,35XX W 8TH ST,39.1064830487049,-84.5691674173355,EAST PRICE HILL,EAST PRICE HILL,5543,219015069,3,,BLACK,MALE,30,NONFATAL,06/21/2021 12:00:00 PM,JUN,105500,10,MON,219015069,06/21/2021 10:55:00 AM,DISTRICT 3,,EAST PRICE HILL
3,35XX W 8TH ST,39.1055130487049,-84.5694874173355,EAST PRICE HILL,EAST PRICE HILL,5542,219015069,3,,BLACK,MALE,19,NONFATAL,06/21/2021 12:00:00 PM,JUN,105500,10,MON,219015069,06/21/2021 10:55:00 AM,DISTRICT 3,,EAST PRICE HILL
3,37XX BORDEN ST,39.1557043414064,-84.547409847206,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,5536,219014954,3,,BLACK,MALE,41,FATAL,06/20/2021 12:00:00 PM,JUN,002200,0,SUN,219014954,06/20/2021 12:22:00 AM,DISTRICT 3,,SOUTH CUMMINSVILLE
1,13XX MAIN ST,39.1114653370488,-84.5122932401454,OVER-THE-RHINE,OVER-THE-RHINE,5540,219014991,1,,BLACK,MALE,14,NONFATAL,06/20/2021 12:00:00 PM,JUN,173500,17,SUN,219014991,06/20/2021 05:35:00 PM,DISTRICT 1,,OTR
3,34XX HILLSIDE AV,39.0847612617273,-84.5871017856792,RIVERSIDE,RIVERSIDE,5539,219014969,1,,WHITE,MALE,38,NONFATAL,06/20/2021 12:00:00 PM,JUN,093000,9,SUN,219014969,06/20/2021 09:30:00 AM,DISTRICT 3,,
3,37XX BORDEN ST,39.1541243414064,-84.548169847206,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,5538,219014954,3,,BLACK,FEMALE,42,NONFATAL,06/20/2021 12:00:00 PM,JUN,002200,0,SUN,219014954,06/20/2021 12:22:00 AM,DISTRICT 3,,SOUTH CUMMINSVILLE
3,37XX BORDEN ST,39.1552143414064,-84.548759847206,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,5537,219014954,3,,BLACK,MALE,36,NONFATAL,06/20/2021 12:00:00 PM,JUN,002200,0,SUN,219014954,06/20/2021 12:22:00 AM,DISTRICT 3,,SOUTH CUMMINSVILLE
2,36XX ZINSLE AV,39.1867775865553,-84.4122949702565,KENNEDY HEIGHTS,KENNEDY HEIGHTS,5535,219014859,1,,BLACK,MALE,21,NONFATAL,06/18/2021 12:00:00 PM,JUN,205000,20,FRI,219014859,06/18/2021 08:50:00 PM,DISTRICT 2,,KENNEDY HEIGHTS
4,30XX WALTER AV,39.1348855784894,-84.4862914124853,WALNUT HILLS,WALNUT HILLS,5534,219014802,4,,BLACK,MALE,22,NONFATAL,06/17/2021 12:00:00 PM,JUN,233800,23,THU,219014802,06/17/2021 11:38:00 PM,DISTRICT 4,,WALNUT HILLS
4,30XX WALTER AV,39.1365655784894,-84.4859014124853,WALNUT HILLS,WALNUT HILLS,5533,219014802,4,,BLACK,MALE,36,NONFATAL,06/17/2021 12:00:00 PM,JUN,233800,23,THU,219014802,06/17/2021 11:38:00 PM,DISTRICT 4,,WALNUT HILLS
4,30XX WALTER AV,39.1355855784894,-84.4862414124853,WALNUT HILLS,WALNUT HILLS,5532,219014802,4,,BLACK,MALE,29,NONFATAL,06/17/2021 12:00:00 PM,JUN,233800,23,THU,219014802,06/17/2021 11:38:00 PM,DISTRICT 4,,WALNUT HILLS
4,30XX WALTER AV,39.1358055784894,-84.4861014124853,WALNUT HILLS,WALNUT HILLS,5531,219014802,4,,BLACK,MALE,16,FATAL,06/17/2021 12:00:00 PM,JUN,233800,23,THU,219014802,06/17/2021 11:38:00 PM,DISTRICT 4,,WALNUT HILLS
5,53XX WINNESTE AV,39.1876383504036,-84.5136858809917,WINTON HILLS,WINTON HILLS,5530,219014471,1,,BLACK,MALE,42,NONFATAL,06/14/2021 12:00:00 PM,JUN,225600,22,MON,219014471,06/14/2021 10:56:00 PM,DISTRICT 5,,WINTON HILLS
1,15XX GOOSE AL,39.1116590148276,-84.5159843051781,OVER-THE-RHINE,OVER-THE-RHINE,5529,219014413,1,,WHITE,MALE,53,FATAL,06/14/2021 12:00:00 PM,JUN,044000,4,MON,219014413,06/14/2021 04:40:00 AM,DISTRICT 1,,OTR
4,84XX DIXIE AV,39.2168505682601,-84.4614481731656,HARTWELL,HARTWELL,5528,219014291,1,,BLACK,MALE,30,FATAL,06/12/2021 12:00:00 PM,JUN,230500,23,SAT,219014291,06/12/2021 11:05:00 PM,DISTRICT 4,,HARTWELL
3,32XX MCHENRY AV,39.1444312738535,-84.5733476445699,EAST WESTWOOD,EAST WESTWOOD,5527,219014279,1,,BLACK,MALE,18,NONFATAL,06/12/2021 12:00:00 PM,JUN,182000,18,SAT,219014279,06/12/2021 06:20:00 PM,DISTRICT 3,,WESTWOOD
3,32XX MCHENRY AV,39.1444512738535,-84.5731476445699,EAST WESTWOOD,EAST WESTWOOD,5526,219014279,1,,BLACK,MALE,6,NONFATAL,06/12/2021 12:00:00 PM,JUN,182000,18,SAT,219014279,06/12/2021 06:20:00 PM,DISTRICT 3,,WESTWOOD
3,32XX MCHENRY AV,39.1441012738535,-84.5737676445699,EAST WESTWOOD,EAST WESTWOOD,5525,219014279,1,,BLACK,MALE,8,NONFATAL,06/12/2021 12:00:00 PM,JUN,182000,18,SAT,219014279,06/12/2021 06:20:00 PM,DISTRICT 3,,WESTWOOD
1,8XX CLARK ST,39.1081599928367,-84.5273981098311,WEST END,WEST END,5524,219013971,1,,BLACK,MALE,26,NONFATAL,06/09/2021 12:00:00 PM,JUN,143300,14,WED,219013971,06/09/2021 02:33:00 PM,DISTRICT 1,,WEST END
4,35XX READING RD,39.1445274922151,-84.4901236894511,AVONDALE,AVONDALE,5523,219013909,1,,BLACK,MALE,25,NONFATAL,06/08/2021 12:00:00 PM,JUN,201300,20,TUE,219013909,06/08/2021 08:13:00 PM,DISTRICT 4,,AVONDALE
5,2XX W MITCHELL AV,39.1656279647733,-84.5128748225944,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,5522,219013855,1,,BLACK,MALE,31,FATAL,06/08/2021 12:00:00 PM,JUN,051900,5,TUE,219013855,06/08/2021 05:19:00 AM,DISTRICT 5,,SPRING GROVE VILLAGE
4,26XX VICTORY PY,39.1276961462268,-84.4847831919369,WALNUT HILLS,WALNUT HILLS,5521,219013810,1,,BLACK,FEMALE,14,NONFATAL,06/07/2021 12:00:00 PM,JUN,212500,21,MON,219013810,06/07/2021 09:25:00 PM,DISTRICT 4,,WALNUT HILLS
2,19XX POGUE AV,39.1337542154419,-84.4622637051861,O'BRYONVILLE,EVANSTON,5520,219013605,1,,BLACK,MALE,18,NONFATAL,06/05/2021 12:00:00 PM,JUN,223000,22,SAT,219013605,06/05/2021 10:30:00 PM,DISTRICT 2,,EVANSTON
5,18XX W NORTH BEND RD,39.2028374888806,-84.5539816902011,COLLEGE HILL,COLLEGE HILL,5519,219013593,1,,BLACK,MALE,42,NONFATAL,06/05/2021 12:00:00 PM,JUN,194500,19,SAT,219013593,06/05/2021 07:45:00 PM,DISTRICT 5,,COLLEGE HILL
3,37XX APPLEGATE AV,39.148061379054,-84.6121212154314,WESTWOOD,WESTWOOD,5518,219013420,1,,BLACK,MALE,29,NONFATAL,06/04/2021 12:00:00 PM,JUN,015500,1,FRI,219013420,06/04/2021 01:55:00 AM,DISTRICT 3,,WESTWOOD
5,49XX WINNESTE AV,39.1796677970118,-84.510612716092,WINTON HILLS,WINTON HILLS,5517,219013379,1,,BLACK,MALE,17,NONFATAL,06/03/2021 12:00:00 PM,JUN,175000,17,THU,219013379,06/03/2021 05:50:00 PM,DISTRICT 5,,WINTON HILLS
5,28XX MARSHALL AV,39.1318314035656,-84.52982888082,CUF,CUF,5516,219013363,1,,BLACK,MALE,49,FATAL,06/03/2021 12:00:00 PM,JUN,131500,13,THU,219013363,06/03/2021 01:15:00 PM,DISTRICT 5,,CUF
4,48XX READING RD,39.1762194532564,-84.4670326532165,BOND HILL,BOND HILL,5515,219013335,1,,BLACK,MALE,33,NONFATAL,06/03/2021 12:00:00 PM,JUN,100000,10,THU,219013335,06/03/2021 10:00:00 AM,DISTRICT 4,,BOND HILL
3,12XX RIDLEN AV,39.1148121331163,-84.5733729408613,EAST PRICE HILL,EAST PRICE HILL,5513,219013294,1,,BLACK,FEMALE,17,NONFATAL,06/02/2021 12:00:00 PM,JUN,205200,20,WED,219013294,06/02/2021 08:52:00 PM,DISTRICT 3,,EAST PRICE HILL
4,36XX VINE ST,39.1517762013506,-84.5100919263816,AVONDALE,CLIFTON,5514,219013315,1,,BLACK,MALE,28,FATAL,06/02/2021 12:00:00 PM,JUN,211000,21,WED,219013315,06/02/2021 09:10:00 PM,DISTRICT 4,,CLIFTON
1,17XX REPUBLIC ST,39.1139746079781,-84.5181917643783,OVER-THE-RHINE,OVER-THE-RHINE,5509,219013181,2,,BLACK,MALE,21,NONFATAL,06/01/2021 12:00:00 PM,JUN,133300,13,TUE,219013181,06/01/2021 01:33:00 PM,DISTRICT 1,,OTR
5,13XX HOPPLE ST,39.1374891804717,-84.5380152987657,CAMP WASHINGTON,CAMP WASHINGTON,5512,219013223,2,,BLACK,MALE,56,NONFATAL,06/01/2021 12:00:00 PM,JUN,233800,23,TUE,219013223,06/01/2021 11:38:00 PM,DISTRICT 5,,CAMP WASHINGTON
5,13XX HOPPLE ST,39.1371791804717,-84.5387652987657,CAMP WASHINGTON,CAMP WASHINGTON,5511,219013223,2,,BLACK,MALE,23,NONFATAL,06/01/2021 12:00:00 PM,JUN,233800,23,TUE,219013223,06/01/2021 11:38:00 PM,DISTRICT 5,,CAMP WASHINGTON
1,17XX REPUBLIC ST,39.1141646079781,-84.5188917643783,OVER-THE-RHINE,OVER-THE-RHINE,5510,219013181,2,,BLACK,MALE,19,NONFATAL,06/01/2021 12:00:00 PM,JUN,133300,13,TUE,219013181,06/01/2021 01:33:00 PM,DISTRICT 1,,OTR
3,25XX SARVIS CT,39.1314514586668,-84.5688645162879,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,5508,219013139,1,,BLACK,MALE,56,NONFATAL,06/01/2021 12:00:00 PM,JUN,023000,2,TUE,219013139,06/01/2021 02:30:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT - WESTWOOD
4,3XX FOREST AV,39.14540085011,-84.5021028993376,AVONDALE,AVONDALE,5507,219013075,1,,BLACK,MALE,47,NONFATAL,05/31/2021 12:00:00 PM,MAY,115000,11,MON,219013075,05/31/2021 11:50:00 AM,DISTRICT 4,,AVONDALE
2,28XX VICTORY PKWY,39.1288112296355,-84.4821094081379,EAST WALNUT HILLS,WALNUT HILLS,5506,219012996,1,,WHITE,MALE,37,NONFATAL,05/30/2021 12:00:00 PM,MAY,053400,5,SUN,219012996,05/30/2021 05:34:00 AM,DISTRICT 2,,EAST WALNUT HILLS
3,DISTRICT 3,37.7954783903993,-89.3164536578326,,N/A,5505,219012997,1,,BLACK,MALE,29,NONFATAL,05/30/2021 12:00:00 PM,MAY,054500,5,SUN,219012997,05/30/2021 05:45:00 AM,DISTRICT 3,,
5,49XX HAWAIIAN TE,39.1834896680383,-84.5634203970035,MT AIRY,MT. AIRY,5504,219012990,1,,BLACK,MALE,14,NONFATAL,05/29/2021 12:00:00 PM,MAY,235200,23,SAT,219012990,05/29/2021 11:52:00 PM,DISTRICT 5,,MOUNT AIRY
3,16XX DEWEY AV,39.117865472494,-84.5809178590884,WEST PRICE HILL,WEST PRICE HILL,5503,219012974,1,,BLACK,MALE,31,NONFATAL,05/29/2021 12:00:00 PM,MAY,224100,22,SAT,219012974,05/29/2021 10:41:00 PM,DISTRICT 3,,WEST PRICE HILL
1,XX E MCMICKEN AV,39.1151808694295,-84.5149959920375,OVER-THE-RHINE,OVER-THE-RHINE,5502,219012849,1,,BLACK,MALE,38,FATAL,05/28/2021 12:00:00 PM,MAY,042100,4,FRI,219012849,05/28/2021 04:21:00 AM,DISTRICT 1,,OTR
5,44XX COLERAIN AV,39.1672763330179,-84.5536961038693,NORTHSIDE,MT. AIRY,5501,219012706,1,,BLACK,MALE,34,NONFATAL,05/26/2021 12:00:00 PM,MAY,194900,19,WED,219012706,05/26/2021 07:49:00 PM,DISTRICT 5,,NORTHSIDE
5,8XX DUTCH COLONY DR,39.190916539392,-84.5187708144053,WINTON HILLS,WINTON HILLS,5500,219012707,2,,BLACK,MALE,20,NONFATAL,05/26/2021 12:00:00 PM,MAY,191100,19,WED,219012707,05/26/2021 07:11:00 PM,DISTRICT 5,,WINTON HILLS
5,8XX DUTCH COLONY DR,39.190096539392,-84.5193208144053,WINTON HILLS,WINTON HILLS,5499,219012707,2,,BLACK,MALE,28,NONFATAL,05/26/2021 12:00:00 PM,MAY,191100,19,WED,219012707,05/26/2021 07:11:00 PM,DISTRICT 5,,SPRING GROVE - WINTON HILLS
1,19XX OHIO AV,39.119835446889,-84.5174315901174,OVER-THE-RHINE,CUF,5498,219012588,1,,BLACK,MALE,41,FATAL,05/25/2021 12:00:00 PM,MAY,144700,14,TUE,219012588,05/25/2021 02:47:00 PM,DISTRICT 1,,MOUNT AUBURN
5,52XX HOLLAND DR,39.1856528584187,-84.5114503819405,WINTON HILLS,WINTON HILLS,5497,219012513,1,,BLACK,MALE,33,NONFATAL,05/25/2021 12:00:00 PM,MAY,000100,0,TUE,219012513,05/25/2021 12:01:00 AM,DISTRICT 5,,WINTON HILLS
4,69XX VINE ST,39.1920122449138,-84.4820774351785,CARTHAGE,CARTHAGE,5496,219012507,1,,BLACK,MALE,32,NONFATAL,05/24/2021 12:00:00 PM,MAY,224500,22,MON,219012507,05/24/2021 10:45:00 PM,DISTRICT 4,,CARTHAGE
2,15XX BLAIR AV,39.1401793570597,-84.4782432578054,EVANSTON,EVANSTON,5495,219012398,1,,BLACK,FEMALE,40,NONFATAL,05/23/2021 12:00:00 PM,MAY,175100,17,SUN,219012398,05/23/2021 05:51:00 PM,DISTRICT 2,,EVANSTON
4,27XX VAN ST,39.1295704021394,-84.5081079787727,CORRYVILLE,CORRYVILLE,5494,219012397,1,,WHITE,MALE,20,NONFATAL,05/23/2021 12:00:00 PM,MAY,171000,17,SUN,219012397,05/23/2021 05:10:00 PM,DISTRICT 4,,CORRYVILLE
3,10XX GRAND AV,39.1136825414535,-84.561216841064,EAST PRICE HILL,EAST PRICE HILL,5493,219012364,1,,WHITE,MALE,34,FATAL,05/23/2021 12:00:00 PM,MAY,073000,7,SUN,219012364,05/23/2021 07:30:00 AM,DISTRICT 3,,EAST PRICE HILL
4,77XX GREENLAND PL,39.2020199307711,-84.4595185643785,ROSELAWN,ROSELAWN,5492,219012357,1,,BLACK,MALE,24,NONFATAL,05/23/2021 12:00:00 PM,MAY,020000,2,SUN,219012357,05/23/2021 02:00:00 AM,DISTRICT 4,,ROSELAWN
5,7XX DUTCH COLONY DR,39.1903879559516,-84.5158812938621,WINTON HILLS,WINTON HILLS,5491,219012319,1,,BLACK,MALE,36,NONFATAL,05/22/2021 12:00:00 PM,MAY,170000,17,SAT,219012319,05/22/2021 05:00:00 PM,DISTRICT 5,,WINTON HILLS
5,49XX WINNESTE AV,39.1804867976054,-84.5107845415829,WINTON HILLS,WINTON HILLS,5490,219012162,1,,BLACK,MALE,33,NONFATAL,05/21/2021 12:00:00 PM,MAY,013000,1,FRI,219012162,05/21/2021 01:30:00 AM,DISTRICT 5,,WINTON HILLS
4,30XX WALTER AV,39.1362595005518,-84.4864834204206,WALNUT HILLS,WALNUT HILLS,5488,219012092,1,,BLACK,MALE,21,NONFATAL,05/20/2021 12:00:00 PM,MAY,024700,2,THU,219012092,05/20/2021 02:47:00 AM,DISTRICT 4,,WALNUT HILLS
3,15XX QUEEN CITY AV,39.1269307987077,-84.5488485775012,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,5489,219012153,1,,WHITE,MALE,40,FATAL,05/20/2021 12:00:00 PM,MAY,193500,19,THU,219012153,05/20/2021 07:35:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
4,8XX BLAIR AV,39.1417431501623,-84.493796320836,AVONDALE,AVONDALE,5487,219012075,1,,BLACK,MALE,39,NONFATAL,05/19/2021 12:00:00 PM,MAY,213000,21,WED,219012075,05/19/2021 09:30:00 PM,DISTRICT 4,,AVONDALE
3,19XX MILLVALE CT,39.1479340129835,-84.552160933418,MILLVALE,MILLVALE,5486,219011965,1,,BLACK,FEMALE,16,NONFATAL,05/18/2021 12:00:00 PM,MAY,221000,22,TUE,219011965,05/18/2021 10:10:00 PM,DISTRICT 3,,MILLVALE
