DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
4,35XX BURNET AV,39.145875763186,-84.499596539488,AVONDALE,AVONDALE,98,40802737,1,,BLACK,MALE,22,NONFATAL,04/25/2008 12:00:00 PM,APR,,N/A,FRI,40802737,04/25/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
3,25XX WILLIAMSBURG DR,39.1558128337468,-84.5617182532248,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,101,30801379,1,,BLACK,FEMALE,25,FATAL,04/25/2008 12:00:00 PM,APR,,N/A,FRI,30801379,04/25/2008 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
3,32XX GOBEL AV,39.1458221012991,-84.5811518327404,WESTWOOD,WESTWOOD,97,30803606,1,,WHITE,MALE,26,NONFATAL,04/24/2008 12:00:00 PM,APR,,N/A,THU,30803606,04/24/2008 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
3,25XX NOTTINGHAM RD,39.1578032242739,-84.5612197317344,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,96,30803580,1,,WHITE,MALE,40,NONFATAL,04/23/2008 12:00:00 PM,APR,,N/A,WED,30803580,04/23/2008 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
3,25XX FERGUSON RD,39.1334397995386,-84.5995160199827,WESTWOOD,WESTWOOD,95,30803605,1,,BLACK,MALE,20,FATAL,04/23/2008 12:00:00 PM,APR,,N/A,WED,30803605,04/23/2008 12:00:00 AM,DISTRICT 3,45238,WESTWOOD
4,3XX E UNIVERSITY AV,39.1321706404677,-84.5035808389029,CORRYVILLE,CORRYVILLE,94,40802658,1,,BLACK,FEMALE,26,NONFATAL,04/22/2008 12:00:00 PM,APR,,N/A,TUE,40802658,04/22/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
4,3XX HELEN ST,39.1228465330966,-84.5026295865307,MT AUBURN,MT. AUBURN,91,40802595,1,,BLACK,MALE,18,NONFATAL,04/21/2008 12:00:00 PM,APR,,N/A,MON,40802595,04/21/2008 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
4,1XX MALVERN PL,39.1190565841896,-84.5120759565857,MT AUBURN,MT. AUBURN,93,40802616,2,,BLACK,MALE,26,NONFATAL,04/21/2008 12:00:00 PM,APR,,N/A,MON,40802616,04/21/2008 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
4,1XX MALVERN PL,39.1179865841896,-84.5113759565857,MT AUBURN,MT. AUBURN,92,40802616,2,,BLACK,MALE,21,NONFATAL,04/21/2008 12:00:00 PM,APR,,N/A,MON,40802616,04/21/2008 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
4,70XX GLENMEADOW LN,39.1897651735539,-84.4673012332676,BOND HILL,ROSELAWN,90,40802598,1,,BLACK,MALE,21,NONFATAL,04/20/2008 12:00:00 PM,APR,,N/A,SUN,40802598,04/20/2008 12:00:00 AM,DISTRICT 4,45237,BOND HILL
5,15XX W NORTH BEND RD,39.20324489583,-84.5446744578793,COLLEGE HILL,COLLEGE HILL,89,50802113,1,,BLACK,MALE,20,NONFATAL,04/19/2008 12:00:00 PM,APR,,N/A,SAT,50802113,04/19/2008 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
5,5XX W KING DR,39.1399752686548,-84.5264245495693,CLIFTON,CLIFTON,88,50802111,1,,BLACK,MALE,23,NONFATAL,04/19/2008 12:00:00 PM,APR,,N/A,SAT,50802111,04/19/2008 12:00:00 AM,DISTRICT 5,45220,CUF
4,33XX MILTON CT,39.139689543123,-84.4905465207318,AVONDALE,AVONDALE,87,40802511,1,,BLACK,MALE,31,NONFATAL,04/17/2008 12:00:00 PM,APR,,N/A,THU,40802511,04/17/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
5,15XX W NORTH BEND RD,39.2019425645692,-84.5466006081619,COLLEGE HILL,COLLEGE HILL,86,50802040,1,,BLACK,MALE,25,NONFATAL,04/14/2008 12:00:00 PM,APR,,N/A,MON,50802040,04/14/2008 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
3,38XX YEARLING CT,39.1542719609732,-84.577115641707,WESTWOOD,WESTWOOD,1665,31110606,1,"CINC, OH 45211",BLACK,FEMALE,20,NONFATAL,12/05/2011 12:00:00 PM,DEC,191000,19,MON,31110606,12/05/2011 07:10:00 PM,DISTRICT 3,45211,WESTWOOD
5,15XX CEDAR AV,39.1980263984126,-84.5445480316771,COLLEGE HILL,COLLEGE HILL,1666,51106852,1,"CIN, OH 45224",BLACK,MALE,27,NONFATAL,12/05/2011 12:00:00 PM,DEC,180500,18,MON,51106852,12/05/2011 06:05:00 PM,DISTRICT 5,45224,COLLEGE HILL
1,16XX LOCKHURST,39.114956754283,-84.5306307016133,WEST END,WEST END,1663,11104818,1,"CINC., OH 45214",BLACK,MALE,30,NONFATAL,12/04/2011 12:00:00 PM,DEC,104700,10,SUN,11104818,12/04/2011 10:47:00 AM,DISTRICT 1,45214,WEST END
3,21XX STORRS ST,39.1028955673562,-84.5538676608355,LOWER PRICE HILL,LOWER PRICE HILL,1662,31110605,1,"CINC, OH 45219",BLACK,MALE,36,FATAL,12/03/2011 12:00:00 PM,DEC,201100,20,SAT,31110605,12/03/2011 08:11:00 PM,DISTRICT 3,45204,LOWER PRICE HILL
2,32XX FAIRFIELD AV,39.1364164945413,-84.4711651785039,EVANSTON,EVANSTON,1661,21105114,1,"CINC, OH 45207",BLACK,MALE,28,NONFATAL,12/01/2011 12:00:00 PM,DEC,211000,21,THU,21105114,12/01/2011 09:10:00 PM,DISTRICT 2,45207,EVANSTON
5,58XX COLERAIN AV,39.2011780528508,-84.5786744081633,MT AIRY,MT. AIRY,1660,51106758,1,"CIN, OH 45211",BLACK,MALE,25,NONFATAL,12/01/2011 12:00:00 PM,DEC,022500,2,THU,51106758,12/01/2011 02:25:00 AM,DISTRICT 5,45239,MOUNT AIRY
4,9XX BURTON AV,39.150633686578,-84.4840419070423,NORTH AVONDALE,AVONDALE,1659,41107719,1,"CINC, OH 45202",BLACK,MALE,17,NONFATAL,11/30/2011 12:00:00 PM,NOV,124000,12,WED,41107719,11/30/2011 12:40:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
5,40XX CHERRY ST,39.1600178261067,-84.543022472524,NORTHSIDE,NORTHSIDE,1658,51106759,1,"CIN, OH 45223",WHITE,MALE,27,NONFATAL,11/30/2011 12:00:00 PM,NOV,100000,10,WED,51106759,11/30/2011 10:00:00 AM,DISTRICT 5,45223,NORTHSIDE
3,19XX WESTMONT LN,39.1231654435444,-84.5730174327511,WEST PRICE HILL,EAST PRICE HILL,1657,31110445,1,"CINC, OH 45205",BLACK,MALE,23,NONFATAL,11/29/2011 12:00:00 PM,NOV,160000,16,TUE,31110445,11/29/2011 04:00:00 PM,DISTRICT 3,45205,WEST PRICE HILL
4,8XX LINCOLN AV,39.1329505418355,-84.4889542972079,WALNUT HILLS,WALNUT HILLS,1655,41107565,1,"CINC, OH 45205",BLACK,MALE,24,FATAL,11/23/2011 12:00:00 PM,NOV,223400,22,WED,41107565,11/23/2011 10:34:00 PM,DISTRICT 4,45206,WALNUT HILLS
5,32XX JEFFERSON AV,39.140538342598,-84.5135743402248,CLIFTON,CLIFTON,1656,51106628,1,"CIN, OH 45220",WHITE,MALE,19,NONFATAL,11/23/2011 12:00:00 PM,NOV,192400,19,WED,51106628,11/23/2011 07:24:00 PM,DISTRICT 5,45220,CORRYVILLE
5,7XX KINGS RUN DR,39.1809197720416,-84.5175110760216,WINTON HILLS,SPRING GROVE VILLAGE,1653,51106681,1,"CIN, OH 45205",BLACK,MALE,37,FATAL,11/22/2011 12:00:00 PM,NOV,142000,14,TUE,51106681,11/22/2011 02:20:00 PM,DISTRICT 5,45232,SPRING GROVE VILLAGE
3,29XX MOOSEWOOD CT,39.137937949043,-84.5488805571286,MILLVALE,ENGLISH WOODS,1654,31110226,1,"CINC, OH 45225",UNKNOWN,MALE,30,NONFATAL,11/22/2011 12:00:00 PM,NOV,222000,22,TUE,31110226,11/22/2011 10:20:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
5,24XX KIPLING AV,39.2012926845841,-84.5718488240744,MT AIRY,MT. AIRY,1651,51106541,1,"CIN, OH 45231",WHITE,MALE,23,NONFATAL,11/19/2011 12:00:00 PM,NOV,183000,18,SAT,51106541,11/19/2011 06:30:00 PM,DISTRICT 5,45239,MOUNT AIRY
3,61XX GLENWAY AV,39.1441725988969,-84.6211286240819,WESTWOOD,WESTWOOD,1652,31110099,1,"CINC, OH 45211",WHITE,MALE,41,NONFATAL,11/19/2011 12:00:00 PM,NOV,200000,20,SAT,31110099,11/19/2011 08:00:00 PM,DISTRICT 3,45211,WESTWOOD
2,33XX MONTGOMERY RD,39.1387905269648,-84.4761668672116,EVANSTON,EVANSTON,1650,21104937,1,"CINC, OH 45202",BLACK,MALE,17,NONFATAL,11/18/2011 12:00:00 PM,NOV,191000,19,FRI,21104937,11/18/2011 07:10:00 PM,DISTRICT 2,45207,EVANSTON
4,21XX ST JAMES AV,39.1201824589242,-84.4907908060731,WALNUT HILLS,WALNUT HILLS,1648,41107405,1,"CINC, OH 45216",BLACK,MALE,20,NONFATAL,11/16/2011 12:00:00 PM,NOV,144000,14,WED,41107405,11/16/2011 02:40:00 PM,DISTRICT 4,45206,WALNUT HILLS
5,54XX KIRBY AV,39.1928605062256,-84.5670132302748,MT AIRY,MT. AIRY,1649,51106682,1,"CIN, OH 45225",BLACK,MALE,23,FATAL,11/16/2011 12:00:00 PM,NOV,220000,22,WED,51106682,11/16/2011 10:00:00 PM,DISTRICT 5,45223,MOUNT AIRY
1,8XX CLARK ST,39.1076284181505,-84.5289180530652,WEST END,WEST END,1647,11104589,1,"CINC, OH 45212",BLACK,MALE,15,NONFATAL,11/13/2011 12:00:00 PM,NOV,164500,16,SUN,11104589,11/13/2011 04:45:00 PM,DISTRICT 1,45203,WEST END
3,31XX BRACKEN WOODS LN,39.1432073699064,-84.5834572304941,WESTWOOD,WESTWOOD,1645,31109879,1,"CINC, OH 45211",BLACK,MALE,25,NONFATAL,11/12/2011 12:00:00 PM,NOV,232000,23,SAT,31109879,11/12/2011 11:20:00 PM,DISTRICT 3,45211,WESTWOOD
4,15XX YARMOUTH AV,39.1738548023556,-84.4730307054706,BOND HILL,BOND HILL,1646,41107279,1,"CINC, OH 45237",BLACK,MALE,25,NONFATAL,11/12/2011 12:00:00 PM,NOV,000100,0,SAT,41107279,11/12/2011 12:01:00 AM,DISTRICT 4,45237,BOND HILL
4,70XX EASTLAWN DR,39.1899651133242,-84.45690410176,ROSELAWN,ROSELAWN,1644,41107278,1,"CINC, OH 45215",BLACK,MALE,31,NONFATAL,11/11/2011 12:00:00 PM,NOV,170000,17,FRI,41107278,11/11/2011 05:00:00 PM,DISTRICT 4,45237,ROSELAWN
5,15XX CEDAR AV,39.1976934740786,-84.5459772412484,COLLEGE HILL,COLLEGE HILL,1643,51106377,1,"CIN, OH 45224",BLACK,MALE,47,NONFATAL,11/10/2011 12:00:00 PM,NOV,214500,21,THU,51106377,11/10/2011 09:45:00 PM,DISTRICT 5,45224,COLLEGE HILL
1,5XX E 13TH,39.1100932591356,-84.5070961885965,PENDLETON,PENDLETON,1642,11104553,1,"CINC, OH 45202",BLACK,MALE,22,NONFATAL,11/10/2011 12:00:00 PM,NOV,011000,1,THU,11104553,11/10/2011 01:10:00 AM,DISTRICT 1,45202,PENDLETON
5,1XX CRAFT ST,39.1791536441691,-84.5108491891808,WINTON HILLS,WINTON HILLS,1639,51106364,1,"CIN, OH 45232",BLACK,MALE,23,NONFATAL,11/09/2011 12:00:00 PM,NOV,190500,19,WED,51106364,11/09/2011 07:05:00 PM,DISTRICT 5,45232,WINTON HILLS
3,17XX FAIRMOUNT AV,39.1305837208889,-84.5534187228414,SOUTH FAIRMOUNT,NORTH FAIRMOUNT,1641,31109800,1,"CINC, OH 45213",BLACK,MALE,18,NONFATAL,11/09/2011 12:00:00 PM,NOV,224000,22,WED,31109800,11/09/2011 10:40:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT
1,18XX RACE ST,39.1162077743376,-84.5192273155584,OVER-THE-RHINE,OVER-THE-RHINE,1640,11104554,1,"CINC, OH 45202",BLACK,MALE,35,NONFATAL,11/09/2011 12:00:00 PM,NOV,182500,18,WED,11104554,11/09/2011 06:25:00 PM,DISTRICT 1,45202,OTR
5,47XX ESTE AV,39.177676014216,-84.5092137507304,WINTON HILLS,WINTON HILLS,1638,51106314,1,"SPRINGDALE, OH 45246",BLACK,MALE,18,NONFATAL,11/08/2011 12:00:00 PM,NOV,001000,0,TUE,51106314,11/08/2011 12:10:00 AM,DISTRICT 5,45232,WINTON HILLS
1,8XX CLARK ST,39.1069235926434,-84.5286178130584,WEST END,WEST END,1637,11104533,1,"CINC, OH 45227",BLACK,MALE,19,NONFATAL,11/07/2011 12:00:00 PM,NOV,203000,20,MON,11104533,11/07/2011 08:30:00 PM,DISTRICT 1,45203,WEST END
3,12XX ILIFF AV,39.113382610647,-84.5805535582877,WEST PRICE HILL,WEST PRICE HILL,1636,31109783,1,"CINC, OH 45205",BLACK,MALE,32,NONFATAL,11/06/2011 12:00:00 PM,NOV,150000,15,SUN,31109783,11/06/2011 03:00:00 PM,DISTRICT 3,45205,WEST PRICE HILL
3,37XX W LIBERTY ST,39.1176218469008,-84.5756028583769,WEST PRICE HILL,EAST PRICE HILL,1635,31109674,1,"CINC, OH",WHITE,MALE,39,NONFATAL,11/06/2011 12:00:00 PM,NOV,100000,10,SUN,31109674,11/06/2011 10:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
5,48XX ESTE AV,39.1777675588304,-84.5079978416202,WINTON HILLS,WINTON HILLS,1634,51106275,1,"CIN, OH 45215",BLACK,MALE,28,NONFATAL,11/05/2011 12:00:00 PM,NOV,132000,13,SAT,51106275,11/05/2011 01:20:00 PM,DISTRICT 5,45232,WINTON HILLS
3,12XX MANSS AV,39.113945881126,-84.5787499018619,WEST PRICE HILL,WEST PRICE HILL,1632,31109673,1,"CINC, OH 45205",WHITE,MALE,21,NONFATAL,11/04/2011 12:00:00 PM,NOV,203500,20,FRI,31109673,11/04/2011 08:35:00 PM,DISTRICT 3,45205,WEST PRICE HILL
2,18XX HEWITT AV,39.137329223892,-84.4710426185952,EVANSTON,EVANSTON,1633,21104733,1,"CINC, OH 45224",BLACK,MALE,20,NONFATAL,11/04/2011 12:00:00 PM,NOV,212500,21,FRI,21104733,11/04/2011 09:25:00 PM,DISTRICT 2,45207,EVANSTON
4,33XX READING RD,39.1395468627014,-84.49375360691,AVONDALE,AVONDALE,1631,41107102,1,"CINC, OH 45229",BLACK,MALE,31,NONFATAL,11/03/2011 12:00:00 PM,NOV,225500,22,THU,41107102,11/03/2011 10:55:00 PM,DISTRICT 4,45229,AVONDALE
3,12XX BEECH AV,39.1146737103022,-84.5765123364747,WEST PRICE HILL,EAST PRICE HILL,1630,31109574,1,"CINC, OH 45229",BLACK,MALE,30,NONFATAL,10/31/2011 12:00:00 PM,OCT,230000,23,MON,31109574,10/31/2011 11:00:00 PM,DISTRICT 3,45205,WEST PRICE HILL
4,37XX BONFIELD DR,39.1519736034056,-84.5026024630539,AVONDALE,AVONDALE,1629,41107029,1,"CINC, OH 45229",BLACK,MALE,33,NONFATAL,10/31/2011 12:00:00 PM,OCT,225000,22,MON,41107029,10/31/2011 10:50:00 PM,DISTRICT 4,45220,AVONDALE
4,6XX GHOLSON AV,39.1494928822067,-84.4918000961189,NORTH AVONDALE,AVONDALE,1628,41107027,1,"CINC, OH 45229",BLACK,MALE,60,FATAL,10/30/2011 12:00:00 PM,OCT,064400,6,SUN,41107027,10/30/2011 06:44:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
4,1XX W NORTH BEND RD,39.1985162714579,-84.481073183871,CARTHAGE,CARTHAGE,1627,41107050,2,"CINC, OH 45237",BLACK,MALE,21,FATAL,10/30/2011 12:00:00 PM,OCT,205000,20,SUN,41107050,10/30/2011 08:50:00 PM,DISTRICT 4,45216,CARTHAGE
4,1XX W NORTH BEND RD,39.1984162714579,-84.481183183871,CARTHAGE,CARTHAGE,1626,41107050,2,"CINC, OH 45237",BLACK,MALE,42,FATAL,10/30/2011 12:00:00 PM,OCT,205000,20,SUN,41107050,10/30/2011 08:50:00 PM,DISTRICT 4,45216,CARTHAGE
1,16XX LINN ST,39.1140612647129,-84.5269489206352,WEST END,WEST END,1625,11104406,1,"CINC, OH 45238",BLACK,MALE,26,NONFATAL,10/29/2011 12:00:00 PM,OCT,030000,3,SAT,11104406,10/29/2011 03:00:00 AM,DISTRICT 1,45214,WEST END
2,34XX EVANSTON AV,39.1401560089873,-84.4636340400514,EVANSTON,EVANSTON,1624,21104643,2,"CINC, OH 45207",BLACK,FEMALE,14,NONFATAL,10/28/2011 12:00:00 PM,OCT,230000,23,FRI,21104643,10/28/2011 11:00:00 PM,DISTRICT 2,45207,EVANSTON
2,34XX EVANSTON AV,39.1393360089873,-84.4632340400514,EVANSTON,EVANSTON,1623,21104643,2,"CINC, OH 45207",BLACK,FEMALE,13,NONFATAL,10/28/2011 12:00:00 PM,OCT,230000,23,FRI,21104643,10/28/2011 11:00:00 PM,DISTRICT 2,45207,EVANSTON
5,18XX HANFIELD ST,39.1631635199054,-84.5505342282043,NORTHSIDE,NORTHSIDE,1622,51106141,1,"CIN, OH 45233",BLACK,MALE,27,NONFATAL,10/28/2011 12:00:00 PM,OCT,215000,21,FRI,51106141,10/28/2011 09:50:00 PM,DISTRICT 5,45223,NORTHSIDE
3,34XX LEHMAN RD,39.1157299414913,-84.5667599711297,EAST PRICE HILL,EAST PRICE HILL,1621,31109427,1,"CINC, OH",BLACK,MALE,15,NONFATAL,10/27/2011 12:00:00 PM,OCT,124000,12,THU,31109427,10/27/2011 12:40:00 PM,DISTRICT 3,45205,EAST PRICE HILL
4,35XX READING RD,39.1468181788044,-84.4902636803022,AVONDALE,AVONDALE,1620,41106848,1,"CINC, OH 45227",BLACK,MALE,30,NONFATAL,10/23/2011 12:00:00 PM,OCT,210000,21,SUN,41106848,10/23/2011 09:00:00 PM,DISTRICT 4,45229,AVONDALE
5,55XX HAMILTON AV,39.1915856223999,-84.5452047911349,COLLEGE HILL,COLLEGE HILL,1619,51105992,1,"CIN, OH 45224",BLACK,MALE,18,NONFATAL,10/22/2011 12:00:00 PM,OCT,200000,20,SAT,51105992,10/22/2011 08:00:00 PM,DISTRICT 5,45224,COLLEGE HILL
4,3XX OAK ST,39.131247049302,-84.5032101357833,CORRYVILLE,CORRYVILLE,1618,41106770,1,"CINC, OH 45219",WHITE,MALE,50,NONFATAL,10/19/2011 12:00:00 PM,OCT,193000,19,WED,41106770,10/19/2011 07:30:00 PM,DISTRICT 4,45219,CORRYVILLE
2,52XX EBERSOLE AV,39.1632442708164,-84.3951369031096,MADISONVILLE,MADISONVILLE,1617,21104454,1,"CINC, OH 45227",BLACK,MALE,25,FATAL,10/17/2011 12:00:00 PM,OCT,201200,20,MON,21104454,10/17/2011 08:12:00 PM,DISTRICT 2,45227,MADISONVILLE
4,9XX CLEVELAND AV,39.1430646012783,-84.4841231367028,AVONDALE,AVONDALE,1615,41106785,1,"CINC, OH 45229",BLACK,FEMALE,17,FATAL,10/16/2011 12:00:00 PM,OCT,135000,13,SUN,41106785,10/16/2011 01:50:00 PM,DISTRICT 4,45229,AVONDALE
1,16XX LINN ST,39.114731840727,-84.5275310889099,WEST END,WEST END,1616,11104211,1,"CINC, OH 45246",BLACK,MALE,37,NONFATAL,10/16/2011 12:00:00 PM,OCT,033000,3,SUN,11104211,10/16/2011 03:30:00 AM,DISTRICT 1,45214,WEST END
4,38XX READING RD,39.1526949105523,-84.4821576427267,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,1613,41106682,1,"CINC, OH 45232",BLACK,MALE,39,NONFATAL,10/15/2011 12:00:00 PM,OCT,155000,15,SAT,41106682,10/15/2011 03:50:00 PM,DISTRICT 4,45229,NORTH AVONDALE
4,4XX ERKENBRECHER AV,39.142794234223,-84.5005756340546,AVONDALE,AVONDALE,1614,41106681,1,"CINC, OH 45229",BLACK,MALE,48,NONFATAL,10/15/2011 12:00:00 PM,OCT,231300,23,SAT,41106681,10/15/2011 11:13:00 PM,DISTRICT 4,45229,AVONDALE
4,7XX GREENWOOD AV #3,39.1537344868568,-84.4888260323735,NORTH AVONDALE,AVONDALE,1611,41106716,1,"CINC, OH 45229",BLACK,MALE,40,FATAL,10/14/2011 12:00:00 PM,OCT,165000,16,FRI,41106716,10/14/2011 04:50:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
4,20XX SEYMOUR AV,39.1846390013531,-84.4577897934685,ROSELAWN,ROSELAWN,1612,41106660,1,"CINC, OH 45237",BLACK,MALE,24,NONFATAL,10/14/2011 12:00:00 PM,OCT,121000,12,FRI,41106660,10/14/2011 12:10:00 PM,DISTRICT 4,45237,ROSELAWN
5,27XX W NORTH BEND RD,39.188283251518,-84.5738510665784,MT AIRY,MT. AIRY,1610,51105785,1,"CIN, OH 45239",BLACK,MALE,19,NONFATAL,10/12/2011 12:00:00 PM,OCT,122000,12,WED,51105785,10/12/2011 12:20:00 PM,DISTRICT 5,45239,MOUNT AIRY
4,22XX RICE ST,39.1199383290198,-84.5147464652235,MT AUBURN,MT. AUBURN,1609,41106659,1,"CINC, OH 45227",BLACK,MALE,29,FATAL,10/12/2011 12:00:00 PM,OCT,203300,20,WED,41106659,10/12/2011 08:33:00 PM,DISTRICT 4,45219,MOUNT AUBURN
4,49XX READING RD,39.1764086595854,-84.4664510434804,BOND HILL,BOND HILL,1608,41106621,1,"CINC, OH 45215",BLACK,MALE,19,NONFATAL,10/12/2011 12:00:00 PM,OCT,225500,22,WED,41106621,10/12/2011 10:55:00 PM,DISTRICT 4,45237,BOND HILL
3,12XX GILSEY AV,39.1146614539412,-84.5809043039343,WEST PRICE HILL,WEST PRICE HILL,1606,31108967,1,"CINC, OH 45223",WHITE,MALE,27,NONFATAL,10/12/2011 12:00:00 PM,OCT,152500,15,WED,31108967,10/12/2011 03:25:00 PM,DISTRICT 3,45205,WEST PRICE HILL
1,5XX DERRICK TURNBOW,39.1118254629152,-84.5231809441552,WEST END,WEST END,1607,11104145,1,"CINC, OH 45202",BLACK,MALE,19,NONFATAL,10/12/2011 12:00:00 PM,OCT,222000,22,WED,11104145,10/12/2011 10:20:00 PM,DISTRICT 1,45214,WEST END
4,33XX READING RD,39.1396473230314,-84.4943501475029,AVONDALE,AVONDALE,1605,41106617,1,"CINC, OH 45213",BLACK,MALE,34,NONFATAL,10/12/2011 12:00:00 PM,OCT,175000,17,WED,41106617,10/12/2011 05:50:00 PM,DISTRICT 4,45229,AVONDALE
4,77XX READING RD,39.2029326663576,-84.4562122670413,ROSELAWN,ROSELAWN,1603,41106499,1,"CINC, OH",BLACK,MALE,24,NONFATAL,10/08/2011 12:00:00 PM,OCT,225000,22,SAT,41106499,10/08/2011 10:50:00 PM,DISTRICT 4,45237,ROSELAWN
3,34XX WARSAW AV,39.1105990689665,-84.5661749583136,EAST PRICE HILL,EAST PRICE HILL,1604,31108804,1,"CINC, OH 45238",BLACK,MALE,30,NONFATAL,10/08/2011 12:00:00 PM,OCT,185000,18,SAT,31108804,10/08/2011 06:50:00 PM,DISTRICT 3,45205,EAST PRICE HILL
5,53XX HOLLAND DRIVE,39.18825897143,-84.5133324351405,WINTON HILLS,WINTON HILLS,1602,51105643,2,"CINC, OH 45223",BLACK,MALE,21,NONFATAL,10/06/2011 12:00:00 PM,OCT,000400,0,THU,51105643,10/06/2011 12:04:00 AM,DISTRICT 5,45232,WINTON HILLS
5,53XX HOLLAND DRIVE,39.18789897143,-84.5127824351405,WINTON HILLS,WINTON HILLS,1601,51105643,2,"WEST CHESTER, OH 4506",BLACK,MALE,28,NONFATAL,10/06/2011 12:00:00 PM,OCT,000400,0,THU,51105643,10/06/2011 12:04:00 AM,DISTRICT 5,45232,WINTON HILLS
4,5XX HALE AV,39.1405085482887,-84.4943586811931,AVONDALE,AVONDALE,1600,41106452,1,"CINC, OH 45229",BLACK,MALE,15,NONFATAL,10/05/2011 12:00:00 PM,OCT,151000,15,WED,41106452,10/05/2011 03:10:00 PM,DISTRICT 4,45229,AVONDALE
3,33XX MCHENRY AV,39.1464850785681,-84.5711191552455,EAST WESTWOOD,EAST WESTWOOD,1598,31108685,1,"CINC, OH 45211",BLACK,MALE,22,NONFATAL,10/04/2011 12:00:00 PM,OCT,001000,0,TUE,31108685,10/04/2011 12:10:00 AM,DISTRICT 3,45225,WESTWOOD
1,7XX LINN ST,39.1017802432541,-84.5306508977298,QUEENSGATE,QUEENSGATE,1599,11104064,1,"FORT THOMAS, KY 41075",WHITE,FEMALE,35,NONFATAL,10/04/2011 12:00:00 PM,OCT,170000,17,TUE,11104064,10/04/2011 05:00:00 PM,DISTRICT 1,45203,QUEENSGATE
3,6XX NEAVE ST,39.1020443791594,-84.5534657391273,LOWER PRICE HILL,LOWER PRICE HILL,1596,31108684,1,"CINC, OH 45225",BLACK,MALE,22,NONFATAL,10/03/2011 12:00:00 PM,OCT,141500,14,MON,31108684,10/03/2011 02:15:00 PM,DISTRICT 3,45204,LOWER PRICE HILL
3,32XX WERK RD,39.1408866515723,-84.6102631496839,WESTWOOD,WESTWOOD,1597,31108677,1,"CINC, OH 45225",BLACK,MALE,20,NONFATAL,10/03/2011 12:00:00 PM,OCT,125500,12,MON,31108677,10/03/2011 12:55:00 PM,DISTRICT 3,45211,WESTWOOD
1,16XX LINN ST,39.1152112647129,-84.5274589206352,WEST END,WEST END,1593,11104005,2,"CINC, OH 45214",BLACK,MALE,31,NONFATAL,10/02/2011 12:00:00 PM,OCT,051500,5,SUN,11104005,10/02/2011 05:15:00 AM,DISTRICT 1,45214,WEST END
1,XX E MCMICKEN AV,39.1150997258533,-84.5147047553678,OVER-THE-RHINE,OVER-THE-RHINE,1594,11104002,1,"CINC, OH 45231",BLACK,MALE,39,NONFATAL,10/02/2011 12:00:00 PM,OCT,022000,2,SUN,11104002,10/02/2011 02:20:00 AM,DISTRICT 1,45202,OTR
1,16XX LINN ST,39.1135912647129,-84.5272989206352,WEST END,WEST END,1595,11104005,2,"CINC, OH 45211",BLACK,MALE,30,NONFATAL,10/02/2011 12:00:00 PM,OCT,051500,5,SUN,11104005,10/02/2011 05:15:00 AM,DISTRICT 1,45214,WEST END
4,8XX OAK ST,39.1307998519877,-84.4918078937764,WALNUT HILLS,WALNUT HILLS,1590,41106386,1,"CINC, OH 45206",BLACK,MALE,29,FATAL,09/30/2011 12:00:00 PM,SEP,102100,10,FRI,41106386,09/30/2011 10:21:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,25XX STANTON AV,39.127093937394,-84.4926486806685,WALNUT HILLS,WALNUT HILLS,1591,41106302,1,"CINC, OH 45229",BLACK,MALE,46,NONFATAL,09/30/2011 12:00:00 PM,SEP,140900,14,FRI,41106302,09/30/2011 02:09:00 PM,DISTRICT 4,45206,WALNUT HILLS
